,country,lastpage,hr1,hr2,gender,expertise1,expertise2,expertise3,expertise4,finance1,CSfinance2[private_foundations],CSfinance2[donations],CSfinance2[national_public_funds],CSfinance2[corporate_sponsorship],CSfinance2[international_public_funds],CSfinance2[other],finance4,foi1,foi2,foi3,foi4,foi5[not_aware],foi5[not_covered],foi5[too_expensive],foi5[too_time_consuming],foi5[afraid_of_data_destruction],foi5[afraid_of_discrimination],foi5[other],foi5[dont_know],foi5[prefer_not_to_say],CSpreselection,CScampact2[media_contributions],CScampact2[own_publications],CScampact2[petitions_open_letters],CScampact2[public_events],CScampact2[collaborations],CScampact2[demonstrations],CScampact2[social_media],CScampact2[advertising],CScampact2[volunteer_activities],CScampact2[providing_technical_tools],CScampact2[support_for_eu_campaigns],CScampact2[other],CScamptrans1,CScamptrans2,CScampimpact1[increased_awareness],CScampimpact1[policies_reflect_demands],CScampimpact1[created_media_attention],CScampimpact1[achieved_goals],CSadvoctrans1,CSadvoctrans2,CSadvocact2[research],CSadvocact2[consultations],CSadvocact2[briefings],CSadvocact2[expert_events],CSadvocact2[participation_in_fora],CSadvocact2[legal_opinions],CSadvocact2[informal_encounters],CSadvocact2[other],CSadvocimpact1[increased_awareness],CSadvocimpact1[policies_reflect_recommendations],CSadvocimpact1[more_informed_debates],CSadvocimpact1[achieved_goals],CSlitigateact2[initiating_lawsuit],CSlitigateact2[initiating_complaint],CSlitigateact2[supporting_existing_legislation],CSlitigateact2[other],CSlitigatecost1,CSlitigatecost2,CSlitigatecost3,CSlitigatetrans1,CSlitigatetrans2,CSlitigateimpact1[increased_awareness],CSlitigateimpact1[changed_the_law],CSlitigateimpact1[amendments_of_the_law],CSlitigateimpact1[revealed_new_information],CSlitigateimpact1[achieved_goals],CSlitigateimpact2,protectops1[sectraining],protectops1[e2e],protectops2,protectops3[encrypted_email],protectops3[vpn],protectops3[tor],protectops3[e2e_chat],protectops3[encrypted_hardware],protectops3[2fa],protectops3[other],protectops4,protectleg1,protectleg2,protectleg3[free_counsel],protectleg3[cost_insurance],protectleg3[other],constraintinter1,constraintinter2,constraintinter3,constraintinter4[police_search],constraintinter4[seizure],constraintinter4[extortion],constraintinter4[violent_threat],constraintinter4[inspection_during_travel],constraintinter4[detention],constraintinter4[surveillance_signalling],constraintinter4[online_harassment],constraintinter4[entry_on_deny_lists],constraintinter4[exclusion_from_events],constraintinter4[public_defamation],constraintinter5[unsolicited_information],constraintinter5[invitations],constraintinter5[other],constraintinter6[gender],constraintinter6[ethnicity],constraintinter6[political],constraintinter6[sexual],constraintinter6[religious],constraintinter6[other],CSconstraintself1[avoid],CSconstraintself1[cancelled_campaign],CSconstraintself1[withdrew_litigation],CSconstraintself1[leave_profession],CSconstraintself1[other],attitude1,attitude2,attitude3[rule_of_law],attitude3[civil_liberties],attitude3[effectiveness_of_intel],attitude3[legitimacy_of_intel],attitude3[trust_in_intel],attitude3[critique_of_intel],attitude3[prefer_not_to_say],attitude4[1],attitude4[2],attitude4[3],attitude4[4],attitude4[5],attitude4[6],attitude5[1],attitude5[2],attitude5[3],attitude5[4],attitude5[5],attitude5[6],attitude6[1],attitude6[2],attitude6[3],attitude6[4],attitude6[5],attitude6[6],field,MShr3[daily_newspaper],MShr3[weekly_newspaper],MShr3[magazine],MShr3[tv],MShr3[radio],MShr3[news_agency],MShr3[online_stand_alone],MShr3[online_of_offline],MShr4,MSfinance2,MSapp1,MSapp2,MSsoc1,MSsoc2,MSsoc3,MSsoc4[follow_up_on_other_media],MSsoc4[statements_government],MSsoc4[oversight_reports],MSsoc4[leaks],MSsoc4[own_investigations],MSsoc4[dont_know],MSsoc4[prefer_not_to_say],MSsoc4[other],MSsoc5[national_security_risks],MSsoc5[intelligence_success],MSsoc5[intelligence_misconduct],MSsoc5[oversight_interventions],MSsoc5[oversight_failures],MSsoc5[policy_debates_leg_reforms],MSsoc5[other],MStrans1,MStrans2,MStrans3,MSimpact1[above_avg_comments],MSimpact1[above_avg_shares],MSimpact1[above_avg_readers],MSimpact1[letters_to_the_editor],MSimpact1[follow_up_by_other_media],MSimpact1[other],MSimpact1[none_of_the_above],MSimpact1[dont_know],MSimpact1[prefer_not_to_say],MSimpact2[diplomatic_pressure],MSimpact2[civic_action],MSimpact2[conversations_with_government],MSimpact2[official_inquiries],MSimpact2[government_statements],MSimpact2[conversations_with_intelligence],MSimpact2[dont_know],MSimpact2[prefer_not_to_say],MSimpact2[other],protectops3[secure_drop],MSprotectrta1,MSprotectrta2,MSprotectrta3,MSprotectrta4,MSprotectrta5,MSprotectrta6,MSconstraintcen1,MSconstraintcen2,MSconstraintcen3,MSconstraintcen4,MSconstraintcen5,MSconstraintself1[avoid],MSconstraintself1[change_focus],MSconstraintself1[change_timeline],MSconstraintself1[abandon],MSconstraintself1[leave_profession],MSconstraintself1[other]
27,Germany,17.0,Part-time (>50%),4.0,Not specified,4.0,A2: Advanced knowledge,A3: Some knowledge,A4: Basic knowledge,A7: I prefer not to say,I prefer not to say,I prefer not to say,I prefer not to say,I prefer not to say,I prefer not to say,I prefer not to say,I prefer not to say,No,,,,False,False,False,False,False,False,True,False,False,Policy Advocacy,,,,,,,,,,,,,,,,,,,A4: Rarely (25% of the time),A4: Rarely (25% of the time),Very important,Very important,Very important,Very important,Very important,Somewhat important,Important,,Agree somewhat,Agree sligthly,Agree somewhat,Agree sligthly,,,,,,,,,,,,,,,,,,,Important,Very important,A6: I don't know,,Very important,A6: I don't know,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
28,Germany,23.0,Full-time,4.0,Female,26.0,A3: Some knowledge,A3: Some knowledge,A4: Basic knowledge,A7: I prefer not to say,Somewhat important,Very important,Not important at all,Not important at all,Not important at all,Not important at all,No effect on fundraising,No,,,,False,False,False,False,False,False,True,False,False,Public Campaigning,Very important,Very important,Important,Important,Somewhat important,Important,Very important,Somewhat important,Somewhat important,Slightly important,Important,,A2: Often (75% of the time),A2: Often (75% of the time),Agree to a great extent,Agree sligthly,Agree to a great extent,Not agree at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Very important,Important,Somewhat important,Very important,Very important,Very important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A2: Often,No,No,No,I don't know,I prefer not to say,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,,A1: Intelligence agencies are incompatible with<br>democratic values and should be abolished,A4: Effective intelligence oversight is a<br>hopeless endeavour and even a systematic<br>reorganization is unlikely to ensure misconduct<br>is uncovered and prevented.,True,True,False,False,False,True,False,Independent expert bodies,Judicial oversight bodies,Parliamentary oversight bodies,Data protection authorities,CSOs | The media,Audit courts,Judicial oversight bodies,Parliamentary oversight bodies,Independent expert bodies,Data protection authorities,CSOs | The media,Audit courts,Parliamentary oversight bodies,Judicial oversight bodies,Data protection authorities,Independent expert bodies,CSOs | The media,Audit courts,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
29,Germany,23.0,Full-time,1.0,Male,3.0,A4: Basic knowledge,A4: Basic knowledge,A4: Basic knowledge,A5: No funding,Important,Important,Somewhat important,Slightly important,Slightly important,Very important,No effect on fundraising,Yes,20.0,"A2: No, usually longer than 30 days",A2: Helpful in parts,False,False,False,False,False,False,False,False,False,Strategic Litigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Important,Important,I prefer not to say,,A3: Sometimes (50% of the time),A3: Sometimes (50% of the time),A2: Somewaht risky,A4: Rarely (25% of the time),A3: Sometimes (50% of the time),Agree completely,Agree to a great extent,Agree sligthly,Agree sligthly,Agree sligthly,https://fragdenstaat.de/blog/2019/05/02/klage-erfolgreich-berliner-verfassungsschutz-muss-auskunft-geben/,No,Yes,I don't know,Very important,Very important,Somewhat important,Very important,Very important,Very important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A1: Always,No,I don't know,I don't know,I don't know,"Yes, I suspect",No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,A1: Intelligence agencies are incompatible with<br>democratic values and should be abolished,A4: Effective intelligence oversight is a<br>hopeless endeavour and even a systematic<br>reorganization is unlikely to ensure misconduct<br>is uncovered and prevented.,True,True,False,False,False,True,False,CSOs | The media,Independent expert bodies,Parliamentary oversight bodies,Data protection authorities,Judicial oversight bodies,Audit courts,Judicial oversight bodies,Data protection authorities,Audit courts,Parliamentary oversight bodies,Independent expert bodies,CSOs | The media,Data protection authorities,Judicial oversight bodies,Parliamentary oversight bodies,Independent expert bodies,Audit courts,CSOs | The media,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
30,Germany,23.0,Freelance,5.0,Male,6.0,A2: Advanced knowledge,A2: Advanced knowledge,A3: Some knowledge,A2: Sufficient funding,Not important at all,Very important,Not important at all,Not important at all,Not important at all,Important,No effect on fundraising,No,,,,False,True,False,False,False,False,True,False,False,Strategic Litigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very important,Slightly important,Slightly important,Very important,A5: Never or rarely,A3: Sometimes (50% of the time),A2: Somewaht risky,A2: Often (75% of the time),A4: Rarely (25% of the time),Agree completely,Agree completely,Agree completely,Agree somewhat,Agree somewhat,"Neues BND-Gesetz nach VB-Erfolg in Karlsruhe 2020 (Schaffung Kontrollgremium usw.)

Abschaltung VerAS-Datenbank durch re:publica-Aktion ""Bitte Nicht Durchleuchten"" nach Leipzig-Urteil: https://netzpolitik.org/2018/bitte-nicht-durchleuchten-bnd-stoppt-illegale-speicherung-von-metadaten-in-datei-veras/ 

",Yes,Yes,Yes,Very important,Slightly important,Very important,Very important,Very important,Very important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A3: Sometimes,No,No,No,No,"Yes, I suspect",No,,No,No,No,No,No,No,No,Yes,I prefer not to say,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,False,False,False,CSOs | The media,Parliamentary oversight bodies,Data protection authorities,Judicial oversight bodies,Independent expert bodies,Audit courts,Judicial oversight bodies,Parliamentary oversight bodies,CSOs | The media,Data protection authorities,Audit courts,Independent expert bodies,Judicial oversight bodies,Data protection authorities,Parliamentary oversight bodies,Audit courts,CSOs | The media,Independent expert bodies,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
31,Germany,23.0,Full-time,2.0,Female,2.0,A4: Basic knowledge,A2: Advanced knowledge,A4: Basic knowledge,A3: Some funding,Not important at all,Not important at all,Not important at all,Not important at all,Not important at all,Very important,I don't know,No,,,,False,False,False,False,False,False,True,False,False,Strategic Litigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Very important,,A4: Rarely (25% of the time),A5: Never or rarely,A4: I don't know,A3: Sometimes (50% of the time),A5: Never,Agree to a great extent,Agree somewhat,Agree sligthly,Not agree at all,Agree somewhat,,Yes,Yes,Yes,Very important,Slightly important,I prefer not to say,Very important,Very important,Important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A4: Rarely,No,Yes,Yes,,I prefer not to say,No,,No,No,No,No,No,No,I don't know,No,I don't know,No,No,No,No,,No,No,No,No,No,,No,No,No,No,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,False,False,False,CSOs | The media,Parliamentary oversight bodies,Judicial oversight bodies,Independent expert bodies,Data protection authorities,Audit courts,CSOs | The media,Judicial oversight bodies,Parliamentary oversight bodies,Data protection authorities,Independent expert bodies,Audit courts,Judicial oversight bodies,Audit courts,Data protection authorities,Parliamentary oversight bodies,Independent expert bodies,CSOs | The media,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
32,France,23.0,Full-time,4.0,Male,6.0,A2: Advanced knowledge,A2: Advanced knowledge,A2: Advanced knowledge,A2: Sufficient funding,Somewhat important,Important,Somewhat important,Not important at all,Somewhat important,Not important at all,Rather beneficial for fundraising,Yes,1.0,"A1: Yes, within 30 days",A2: Helpful in parts,False,False,False,False,False,False,False,False,False,Strategic Litigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very important,Slightly important,Somewhat important,,A5: Never or rarely,A1: Always or very often,A1: Not risky at all,A4: Rarely (25% of the time),A3: Sometimes (50% of the time),Agree somewhat,Agree to a great extent,Agree completely,Agree to a great extent,Agree sligthly,"Nos recours jouent un rôle dans la meilleure connaissance des juges français du droit européen et international applicable aux activités de surveillance. Ils sont fréquemment cités dans les rapports parlementaires ou les rapports des autorités de contrôle s'intéressant au renseignement, et permettent de faire évoluer le droit applicable dans le sens d'un meilleur encadrement de l'activité des services de renseignement.",No,Yes,No,Somewhat important,Slightly important,Somewhat important,Very important,Important,Important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A3: Sometimes,No,No,No,,"Yes, I suspect",No,,No,No,No,No,Yes,No,I don't know,No,I don't know,I don't know,No,No,No,,No,No,No,No,No,No,No,No,No,No,,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,False,True,False,CSOs | The media,Parliamentary oversight bodies,Independent expert bodies,,,,CSOs | The media,,,,,,Independent expert bodies,,,,,,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
33,France,23.0,Other,4.0,Not specified,7.0,A2: Advanced knowledge,A2: Advanced knowledge,A3: Some knowledge,A4: Little funding,Slightly important,Slightly important,Not important at all,Not important at all,Not important at all,Not important at all,I don't know,,,,,False,False,False,False,False,False,False,False,False,Public Campaigning,Somewhat important,Very important,Somewhat important,Somewhat important,Slightly important,Slightly important,Important,I prefer not to say,Important,Slightly important,Slightly important,,A4: Rarely (25% of the time),A4: Rarely (25% of the time),Agree somewhat,Not agree at all,Agree somewhat,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Somewhat important,Slightly important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,A6: I don't know,A6: I don't know,No,I don't know,No,,I prefer not to say,No,,No,No,No,No,No,No,I don't know,No,No,I don't know,No,No,No,,No,No,No,No,No,,Yes,I don't know,Yes,Yes,,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",False,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
34,France,18.0,Full-time,15.0,Not specified,25.0,A3: Some knowledge,A1: Expert knowledge,A3: Some knowledge,A4: Little funding,Not important at all,Slightly important,Not important at all,Important,Not important at all,Not important at all,Clearly beneficial for fundraising,No,,,,False,False,False,True,False,False,False,False,False,Public Campaigning,Very important,Important,Somewhat important,Very important,Important,Important,Very important,I prefer not to say,Slightly important,I prefer not to say,I prefer not to say,I prefer not to say,A4: Rarely (25% of the time),A2: Often (75% of the time),Agree completely,Agree somewhat,Agree completely,Agree somewhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Not important at all,Slightly important,Not important at all,Slightly important,Important,Important,Not important at all,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A2: Often,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
35,France,6.0,Freelance,15.0,Not specified,25.0,A1: Expert knowledge,A1: Expert knowledge,A1: Expert knowledge,A5: No funding,Not important at all,Not important at all,Not important at all,Not important at all,Not important at all,Not important at all,I don't know,No,,,,False,False,False,False,False,False,True,False,False,Public Campaigning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
36,France,23.0,Full-time,15.0,Male,25.0,A2: Advanced knowledge,A2: Advanced knowledge,A3: Some knowledge,A3: Some funding,Slightly important,Slightly important,Not important at all,Not important at all,Not important at all,Not important at all,Clearly beneficial for fundraising,No,,,,False,False,False,True,False,False,False,False,False,Public Campaigning,Very important,Very important,I prefer not to say,Very important,Slightly important,Somewhat important,Very important,Important,I prefer not to say,I prefer not to say,I prefer not to say,I prefer not to say,A2: Often (75% of the time),A4: Rarely (25% of the time),Agree completely,Agree somewhat,Agree to a great extent,Agree sligthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Not important at all,Slightly important,Not important at all,Slightly important,Slightly important,Important,Not important at all,A4: I have no confidence in the protection offered by <br>technological tools,A2: Often,No,No,No,,"Yes, I suspect",No,,No,No,,,No,No,Yes,Yes,I don't know,I don't know,Yes,No,No,,,,,,,,No,No,No,No,,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,False,True,False,Audit courts,CSOs | The media,,,,,CSOs | The media,Audit courts,Data protection authorities,,,,CSOs | The media,Audit courts,Data protection authorities,,,,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
37,France,4.0,Full-time,2.0,Not specified,26.0,A4: Basic knowledge,A3: Some knowledge,A2: Advanced knowledge,A6: I don't know,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
38,France,18.0,Full-time,2.0,Not specified,26.0,A4: Basic knowledge,A3: Some knowledge,A2: Advanced knowledge,,,,,,,,,No,,,,False,False,False,True,False,False,False,False,False,Public Campaigning,Somewhat important,Very important,Slightly important,Very important,I prefer not to say,Very important,Important,I prefer not to say,,Important,,,A3: Sometimes (50% of the time),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Very important,Important,Very important,Very important,Very important,Important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A3: Sometimes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,CSO Professionals,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
39,United Kingdom,18.0,Part-time (>50%),3.0,Male,1.0,A3: Some knowledge,A3: Some knowledge,A3: Some knowledge,A3: Some funding,,,,,,,,No,,,,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Very important,Very important,Very important,Very important,Very important,Very important,,"A3: Under the current conditions of communications <br>surveillance, technological solutions cannot offer <br>sufficient protection for the data I handle",A1: Always,I don't know,I don't know,I don't know,,I don't know,No,,No,No,No,No,Yes,No,I don't know,No,No,No,No,No,No,,No,No,No,No,No,,,,,,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates",A5: I prefer not to say,False,False,True,False,False,False,False,CSOs | The media,Parliamentary oversight bodies,Judicial oversight bodies,,,,CSOs | The media,Judicial oversight bodies,Parliamentary oversight bodies,,,,,,,,,,Journalists,False,False,False,False,False,False,True,False,A1: I had enough time,I don't know,Yes,I don't know,1.0,1.0,AO01,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,A1: Always,A2: Often (75% of the time),Yes,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,,I don't know,,,No,,,No,I don't know,,,,No,No,No,No,No,
40,United Kingdom,18.0,Full-time,4.0,Male,2.0,A4: Basic knowledge,A4: Basic knowledge,A3: Some knowledge,A4: Little funding,,,,,,,,No,,,,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Somewhat important,Slightly important,Slightly important,Important,Slightly important,Important,,"A3: Under the current conditions of communications <br>surveillance, technological solutions cannot offer <br>sufficient protection for the data I handle",A3: Sometimes,No,Yes,I don't know,,I don't know,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,,,,,,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",False,True,False,True,False,False,False,Audit courts,CSOs | The media,Judicial oversight bodies,,,,Independent expert bodies,Audit courts,,,,,Audit courts,Judicial oversight bodies,,,,,Journalists,True,False,False,False,False,False,False,True,A3: I had very little time,No,I don't know,I don't know,6.0,1.0,AO05,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,A3: Sometimes (50% of the time),A3: Sometimes (50% of the time),No,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Not important at all,I don't know,,,No,,,No,I don't know,,,,No,No,No,No,No,
41,United Kingdom,6.0,Freelance,2.0,Not specified,4.0,A3: Some knowledge,A4: Basic knowledge,A4: Basic knowledge,A5: No funding,,,,,,,,Yes,2.0,"A1: Yes, within 30 days",A2: Helpful in parts,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,False,False,False,False,False,False,False,False,A2: I had some time,No,No,I don't know,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
42,United Kingdom,9.0,Full-time,1.0,Not specified,20.0,A4: Basic knowledge,A3: Some knowledge,A4: Basic knowledge,A3: Some funding,,,,,,,,No,,,,False,False,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,True,False,False,False,False,False,False,False,A3: I had very little time,No,I don't know,No,2.0,,AO04,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,A2: Often (75% of the time),A5: Never,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
43,United Kingdom,8.0,Full-time,0.0,Not specified,10.0,A4: Basic knowledge,A4: Basic knowledge,A4: Basic knowledge,A6: I don't know,,,,,,,,No,,,,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,True,False,False,False,False,False,False,False,A5: I don't know,No,I don't know,I don't know,0.0,0.0,AO05,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,A4: Rarely (25% of the time),A3: Sometimes (50% of the time),No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
